,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,doc,lemmas
404,1323426413286952960,"THANK YOU MICHIGAN! Tomorrow, you have the power, with your vote, to save AMERICA! So get your friends, get your family, get your neighbors and co-workers, and GET OUT AND VOTE! Together, WE will MAKE AMERICA GREAT AGAIN! https://t.co/r51nIlOrKx",False,False,85029,18597,2020-11-03,"THANK YOU MICHIGAN! Tomorrow, you have the power, with your vote, to save AMERICA! So get your friends, get your family, get your neighbors and co-workers, and GET OUT AND VOTE! Together, WE will MAKE AMERICA GREAT AGAIN!","THANK YOU MICHIGAN! Tomorrow, you have the power, with your vote, to save AMERICA! So get your friends, get your family, get your neighbors and co-workers, and GET OUT AND VOTE! Together, WE will MAKE AMERICA GREAT AGAIN!","['thank', 'you', 'michigan', '!', 'tomorrow', ',', 'you', 'have', 'the', 'power', ',', 'with', 'your', 'vote', ',', 'to', 'save', 'america', '!', 'so', 'get', 'your', 'friend', ',', 'get', 'your', 'family', ',', 'get', 'your', 'neighbor', 'and', 'co', '-', 'worker', ',', 'and', 'get', 'out', 'and', 'vote', '!', 'together', ',', 'we', 'will', 'make', 'america', 'great', 'again', '!']"
412,1323475722032336896,"Heading to GRAND RAPIDS, MICHIGAN after a great evening in KENOSHA, WISCONSIN! Get out and VOTE tomorrow, let’s MAKE AMERICA GREAT AGAIN! https://t.co/k6vyL1hLqL",False,False,106159,18157,2020-11-03,"Heading to GRAND RAPIDS, MICHIGAN after a great evening in KENOSHA, WISCONSIN! Get out and VOTE tomorrow, let’s MAKE AMERICA GREAT AGAIN!","Heading to GRAND RAPIDS, MICHIGAN after a great evening in KENOSHA, WISCONSIN! Get out and VOTE tomorrow, let’s MAKE AMERICA GREAT AGAIN!","['head', 'to', 'grand', 'rapids', ',', 'michigan', 'after', 'a', 'great', 'evening', 'in', 'kenosha', ',', 'wisconsin', '!', 'get', 'out', 'and', 'vote', 'tomorrow', ',', 'let', '’s', 'make', 'america', 'great', 'again', '!']"
254,1334711509977608192,"The best way to insure a @KLoeffler and @sendavidperdue VICTORY is to allow signature checks in the Presidential race, which will insure a Georgia Presidential win (very few votes are needed, many will be found). Spirits will soar and everyone will rush out and VOTE! @BrianKempGA",False,False,170738,39417,2020-12-04,"The best way to insure a and VICTORY is to allow signature checks in the Presidential race, which will insure a Georgia Presidential win (very few votes are needed, many will be found). Spirits will soar and everyone will rush out and VOTE!","The best way to insure a and VICTORY is to allow signature checks in the Presidential race, which will insure a Georgia Presidential win (very few votes are needed, many will be found). Spirits will soar and everyone will rush out and VOTE!","['the', 'good', 'way', 'to', 'insure', 'a', 'and', 'victory', 'be', 'to', 'allow', 'signature', 'check', 'in', 'the', 'presidential', 'race', ',', 'which', 'will', 'insure', 'a', 'georgia', 'presidential', 'win', '(', 'very', 'few', 'vote', 'be', 'need', ',', 'many', 'will', 'be', 'find', ')', '.', 'spirit', 'will', 'soar', 'and', 'everyone', 'will', 'rush', 'out', 'and', 'vote', '!']"
330,1337040883988959232,How can you give an election to someone who lost the election by hundreds of thousands of legal votes in each of the swing states. How can a country be run by an illegitimate president?,False,False,228392,43954,2020-12-10,How can you give an election to someone who lost the election by hundreds of thousands of legal votes in each of the swing states. How can a country be run by an illegitimate president?,How can you give an election to someone who lost the election by hundreds of thousands of legal votes in each of the swing states. How can a country be run by an illegitimate president?,"['how', 'can', 'you', 'give', 'an', 'election', 'to', 'someone', 'who', 'lose', 'the', 'election', 'by', 'hundred', 'of', 'thousand', 'of', 'legal', 'vote', 'in', 'each', 'of', 'the', 'swing', 'state', '.', 'how', 'can', 'a', 'country', 'be', 'run', 'by', 'an', 'illegitimate', 'president', '?']"
436,1342245390540804096,"I saved at least 8 Republican Senators, including Mitch, from losing in the last Rigged (for President) Election. Now they (almost all) sit back and watch me fight against a crooked and vicious foe, the Radical Left Democrats. I will NEVER FORGET!",False,False,336363,77029,2020-12-24,"I saved at least 8 Republican Senators, including Mitch, from losing in the last Rigged (for President) Election. Now they (almost all) sit back and watch me fight against a crooked and vicious foe, the Radical Left Democrats. I will NEVER FORGET!","I saved at least 8 Republican Senators, including Mitch, from losing in the last Rigged (for President) Election. Now they (almost all) sit back and watch me fight against a crooked and vicious foe, the Radical Left Democrats. I will NEVER FORGET!","['i', 'save', 'at', 'least', '8', 'republican', 'senators', ',', 'include', 'mitch', ',', 'from', 'lose', 'in', 'the', 'last', 'rigged', '(', 'for', 'president', ')', 'election', '.', 'now', 'they', '(', 'almost', 'all', ')', 'sit', 'back', 'and', 'watch', 'i', 'fight', 'against', 'a', 'crooked', 'and', 'vicious', 'foe', ',', 'the', 'radical', 'left', 'democrats', '.', 'i', 'will', 'never', 'forget', '!']"
1,1325889532840062976,"Nevada is turning out to be a cesspool of Fake Votes. @mschlapp &amp; @AdamLaxalt are finding things that, when released, will be absolutely shocking!",False,False,363489,78378,2020-11-09,"Nevada is turning out to be a cesspool of Fake Votes. &; are finding things that, when released, will be absolutely shocking!","Nevada is turning out to be a cesspool of Fake Votes. &; are finding things that, when released, will be absolutely shocking!","['nevada', 'be', 'turn', 'out', 'to', 'be', 'a', 'cesspool', 'of', 'fake', 'votes', '.', '&', ';', 'be', 'find', 'thing', 'that', ',', 'when', 'release', ',', 'will', 'be', 'absolutely', 'shocking', '!']"
3,1325895380983275524,Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.,False,False,479292,81458,2020-11-09,Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.,Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.,"['pennsylvania', 'prevent', 'we', 'from', 'watch', 'much', 'of', 'the', 'ballot', 'count', '.', 'unthinkable', 'and', 'illegal', 'in', 'this', 'country', '.']"
7,1346120645613150208,"The “Surrender Caucus” within the Republican Party will go down in infamy as weak and ineffective “guardians” of our Nation, who were willing to accept the certification of fraudulent presidential numbers!",False,False,235516,60242,2021-01-04,"The “Surrender Caucus” within the Republican Party will go down in infamy as weak and ineffective “guardians” of our Nation, who were willing to accept the certification of fraudulent presidential numbers!","The “Surrender Caucus” within the Republican Party will go down in infamy as weak and ineffective “guardians” of our Nation, who were willing to accept the certification of fraudulent presidential numbers!","['the', '""', 'surrender', 'caucus', '""', 'within', 'the', 'republican', 'party', 'will', 'go', 'down', 'in', 'infamy', 'as', 'weak', 'and', 'ineffective', '""', 'guardians', '""', 'of', 'our', 'nation', ',', 'who', 'be', 'willing', 'to', 'accept', 'the', 'certification', 'of', 'fraudulent', 'presidential', 'number', '!']"
10,1329054683441278977,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY! https://t.co/9coP3R44UQ,False,False,246973,54880,2020-11-18,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY!,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY!,"['...', 'and', 'i', 'won', 'the', 'election', '.', 'voter', 'fraud', 'all', 'over', 'the', 'country', '!']"
11,1328328547598000130,Dominion is running our Election. Rigged! https://t.co/xvwrpLpAZa,False,False,163578,40680,2020-11-16,Dominion is running our Election. Rigged!,Dominion is running our Election. Rigged!,"['dominion', 'be', 'run', 'our', 'election', '.', 'rig', '!']"
14,1325961445062938625,"As I have long said, @Pfizer and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the @US_FDA should have announced it earlier, not for political purposes, but for saving lives!",False,False,292245,59870,2020-11-10,"As I have long said, and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the  FDA should have announced it earlier, not for political purposes, but for saving lives!","As I have long said, and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the  FDA should have announced it earlier, not for political purposes, but for saving lives!","['as', 'i', 'have', 'long', 'say', ',', 'and', 'the', 'other', 'would', 'only', 'announce', 'a', 'vaccine', 'after', 'the', 'election', ',', 'because', 'they', 'do', 'not', 'have', 'the', 'courage', 'to', 'do', 'it', 'before', '.', 'likewise', ',', 'the', ' ', 'fda', 'should', 'have', 'announce', 'it', 'early', ',', 'not', 'for', 'political', 'purpose', ',', 'but', 'for', 'save', 'life', '!']"
17,1346469204740902915,"Pleased to announce that @KLoeffler &amp; @sendavidperdue have just joined our great #StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!",False,False,177332,42347,2021-01-05,"Pleased to announce that &; have just joined our great StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!","Pleased to announce that &; have just joined our great StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!","['pleased', 'to', 'announce', 'that', '&', ';', 'have', 'just', 'join', 'our', 'great', 'stopthesteal', 'group', 'of', 'senators', '.', 'they', 'will', 'fight', 'the', 'ridiculous', 'electoral', 'college', 'certification', 'of', 'biden', '.', 'how', 'do', 'you', 'certify', 'number', 'that', 'have', 'now', 'prove', 'to', 'be', 'wrong', 'and', ',', 'in', 'many', 'case', ',', 'fraudulent', '!']"
18,1325961672343875585,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the @US_FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!",False,False,332731,56327,2020-11-10,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the  FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!","If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the  FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!","['if', 'joe', 'biden', 'be', 'president', ',', 'you', 'would', 'not', 'have', 'the', 'vaccine', 'for', 'another', 'four', 'year', ',', 'nor', 'would', 'the', ' ', 'fda', 'have', 'ever', 'approve', 'it', 'so', 'quickly', '.', 'the', 'bureaucracy', 'would', 'have', 'destroy', 'million', 'of', 'life', '!']"
28,1346578706437963777,"Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!",False,False,328137,82574,2021-01-05,"Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!","Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!","['washington', 'be', 'be', 'inundate', 'with', 'people', 'who', 'do', 'not', 'want', 'to', 'see', 'an', 'election', 'victory', 'steal', 'by', 'emboldened', 'radical', 'left', 'democrats', '.', 'our', 'country', 'have', 'have', 'enough', ',', 'they', 'will', 'not', 'take', 'it', 'anymore', '!', 'we', 'hear', 'you', '(', 'and', 'love', 'you', ')', 'from', 'the', 'oval', 'office', '.', 'make', 'america', 'great', 'again', '!']"
29,1329521429575049231,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election https://t.co/d8YFhFzA5w via @BreitbartNews Rigged Election!,False,False,115529,25660,2020-11-19,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election via Rigged Election!,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election via Rigged Election!,"['nolte', ':', 'top', 'pollster', 'find', '47', '%', 'say', ""'"", 'likely', ""'"", 'democrats', 'steal', 'election', 'via', 'rigged', 'election', '!']"
31,1346580318745206785,"I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen. @senatemajldr @JohnCornyn @SenJohnThune",False,False,210988,55852,2021-01-05,"I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen.","I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen.","['i', 'hope', 'the', 'democrats', ',', 'and', 'even', 'more', 'importantly', ',', 'the', 'weak', 'and', 'ineffective', 'rino', 'section', 'of', 'the', 'republican', 'party', ',', 'be', 'look', 'at', 'the', 'thousand', 'of', 'people', 'pour', 'into', 'd.c.', 'they', 'will', 'not', 'stand', 'for', 'a', 'landslide', 'election', 'victory', 'to', 'be', 'steal', '.']"
33,1329405682706247683,"Voter Fraud in Detroit is rampant, and has been for many years!",False,False,300049,50116,2020-11-19,"Voter Fraud in Detroit is rant, and has been for many years!","Voter Fraud in Detroit is rant, and has been for many years!","['voter', 'fraud', 'in', 'detroit', 'be', 'rant', ',', 'and', 'have', 'be', 'for', 'many', 'year', '!']"
36,1329459995893764102,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.” @OANN",False,False,249157,58056,2020-11-19,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.”","“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.”","['""', 'evidence', 'of', 'voter', 'fraud', 'continue', 'to', 'grow', ',', 'include', '20,000', 'dead', 'people', 'on', 'the', 'pennsylvania', 'voter', 'roll', 'and', 'many', 'thousand', 'all', 'over', 'the', 'country', '.', 'now', ',', 'there', 'have', 'be', 'an', 'artificial', 'number', 'of', 'vote', 'in', 'favor', 'of', 'joe', 'biden', '.', '""']"
37,1329424134166687744,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough! @BrianKempGA",False,False,217844,47813,2020-11-19,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough!","Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough!","['almost', 'zero', 'ballot', 'reject', 'in', 'georgia', 'this', 'election', '.', 'in', 'year', 'past', ',', 'close', 'to', '4', '%', '.', 'not', 'possible', '.', 'must', 'have', 'signature', 'check', 'on', 'envelope', 'now', '.', 'very', 'easy', 'to', 'do', '.', 'dem', 'fight', 'because', 'they', 'get', 'catch', '.', 'far', 'more', 'vote', 'than', 'need', 'for', 'flip', '.', 'republican', 'must', 'get', 'tough', '!']"
40,1326186126709821440,"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!",False,False,420361,74544,2020-11-10,"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!","WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!","['watch', 'for', 'massive', 'ballot', 'counting', 'abuse', 'and', ',', 'just', 'like', 'the', 'early', 'vaccine', ',', 'remember', 'i', 'tell', 'you', 'so', '!']"
41,1326186297157963777,BALLOT COUNTING ABUSE!,False,False,525218,77977,2020-11-10,BALLOT COUNTING ABUSE!,BALLOT COUNTING ABUSE!,"['ballot', 'counting', 'abuse', '!']"
45,1346659909492998146,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,False,False,331427,77805,2021-01-06,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,"['look', 'like', 'they', 'be', 'set', 'up', 'a', 'big', '""', 'voter', 'dump', '""', 'against', 'the', 'republican', 'candidate', '.', 'wait', 'to', 'see', 'how', 'many', 'vote', 'they', 'need', '?']"
49,1326194143132082178,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!",False,False,349531,69352,2020-11-10,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!","Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!","['republican', ',', 'do', 'not', 'let', 'andrew', 'mccabe', 'continue', 'to', 'get', 'away', 'with', 'totally', 'criminal', 'activity', '.', 'what', 'he', 'do', 'should', 'never', 'be', 'allow', 'to', 'happen', 'to', 'our', 'country', 'again', '.', 'fight', 'for', 'justice', '!']"
55,1332169753004224515,"I gave a long news conference today after wishing the military a Happy Thanksgiving, &amp; realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!",False,False,274247,59077,2020-11-27,"I gave a long news conference today after wishing the military a Happy Thanksgiving, &; realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!","I gave a long news conference today after wishing the military a Happy Thanksgiving, &; realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!","['i', 'give', 'a', 'long', 'news', 'conference', 'today', 'after', 'wish', 'the', 'military', 'a', 'happy', 'thanksgiving', ',', '&', ';', 'realize', 'once', 'again', 'that', 'the', 'fake', 'news', 'media', 'coordinate', 'so', 'that', 'the', 'real', 'message', 'of', 'such', 'a', 'conference', 'never', 'get', 'out', '.', 'primary', 'point', 'make', 'be', 'that', 'the', '2020', 'election', 'be', 'rigged', ',', 'and', 'that', 'i', 'won', '!']"
56,1346805405998075905,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!,False,False,193930,36209,2021-01-06,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!,"['sleepy', 'eyes', 'chuck', 'todd', 'be', 'so', 'happy', 'with', 'the', 'fake', 'voter', 'tabulation', 'process', 'that', 'he', 'can', 'not', 'even', 'get', 'the', 'word', 'out', 'straight', '.', 'sad', 'to', 'watch', '!']"
60,1346809349214248962,"THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!",False,False,344390,66595,2021-01-06,"THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!","THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!","['the', 'republican', 'party', 'and', ',', 'more', 'importantly', ',', 'our', 'country', ',', 'needs', 'the', 'presidency', 'more', 'than', 'ever', 'before', '-', 'the', 'power', 'of', 'the', 'veto', '.', 'stay', 'strong', '!']"
61,1346818855298072576,"They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!",False,False,377295,92437,2021-01-06,"They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!","They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!","['they', 'just', 'happen', 'to', 'find', '50,000', 'ballot', 'late', 'last', 'night', '.', 'the', 'usa', 'be', 'embarrass', 'by', 'fool', '.', 'our', 'election', 'process', 'be', 'bad', 'than', 'that', 'of', 'third', 'world', 'country', '!']"
63,1332317394165968899,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!",False,False,277136,73437,2020-11-27,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!","Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!","['wow', '!', 'twitter', 'ban', 'highly', 'respected', 'pennsylvania', 'state', 'senator', 'doug', 'mastriano', 'after', 'he', 'do', 'a', 'great', 'job', 'of', 'lead', 'a', 'hearing', 'on', 'the', '2020', 'election', 'fraud', '.', 'they', 'and', 'the', 'fake', 'news', ',', 'work', 'together', ',', 'want', 'to', 'silence', 'the', 'truth', '.', 'can', 'not', 'let', 'that', 'happen', '.', 'this', 'be', 'what', 'communist', 'country', 'do', '!']"
